property_id,description,room_type,price_tier
26147454,"Sunny, Spacious 1BR in Ditmas Park, Brooklyn",Entire home/apt,1
6955782,The Sweet Spot!,Entire home/apt,1
36281099,Room on the garden in co-op brownstone,Private room,0
5364337,1 Private Bedroom w/ private bath,Private room,1
7697256,Room in a lovely UWS Apartement,Private room,2
11584340,Super Cute and Sunny Studio,Entire home/apt,2
19261252,Luxurious Designer brownstone with backyard,Entire home/apt,3
22841280,RARE & Spacious Brooklyn Brownstone! Great Area!,Entire home/apt,2
32007251,Home Sweet Home,Private room,2
23091275,Modern Studio Apartment,Entire home/apt,2
14238785,Ladies Dorm Shared Room (Single Twin Bed),Shared room,0
27506443,Modern loft in the best part of Bushwick.,Entire home/apt,1
29455145,"Modern 1BR Astoria, espresso maker, 5 min 2 train",Entire home/apt,1
10122449,Spacious Chelsea 2 Bed/2 Bathroom,Entire home/apt,2
13102409,Large & comfortable studio in Financial District,Entire home/apt,2
24913510,True NYC soho experience amazing gem.. large space,Entire home/apt,2
12587698,Brooklyn Beauty - Private Room,Private room,0
21327397,"Budget-WELCOME ALL ""Couch"" walk to CITIFIELD & LGA",Shared room,0
36409084,newyork guest house shared room,Shared room,1
21499719,"Cozy, Private Guest Suite Near JFK, LGA & NYC",Entire home/apt,1
3623946,Sunny and Spacious Two Bedroom Duplex with Terrace,Entire home/apt,2
9457917,Cozy 1 Bed Rm Appt in Kipps Bay !,Entire home/apt,1
31040919,Cute apartment,Entire home/apt,2
10672698,"COZY FOR 1 TO 2. SHARED BED, SEPARATE FOR A FEE .",Private room,0
32172621,Private Room with Desk & Closet ♥ Best Location,Private room,1
21745569,Convenient Private and Cozy Environment,Private room,0
15928351,Williamsburg Room with PRIVATE Balcony,Private room,0
36100930,Garden Apartment in Artist’s Historical Brownstone,Entire home/apt,2
18812330,A Guest Room in a Bushwick Artist/Musician's Loft,Shared room,0
12367673,Large cosy room-Financial District,Private room,1
34815569,"Cozy apartment, new and super clean!",Private room,1
9433088,Relaxing Retreat in Williamsburg,Private room,2
29081288,"Great home stay,Manhattan Barclay Center 25minutes",Private room,1
21550242,ENTIRE Apt in Williamsburg < 1 block to L train,Entire home/apt,2
2037632,Cute East Village 1 Bedroom Apt,Entire home/apt,2
22082514,Brooklyn private room&balcony,Private room,1
15545469,Modern Bedroom with Best View in Brooklyn,Private room,2
13236366,Beautiful 2 Bed/2 Bath Duplex on Upper West Side,Entire home/apt,2
27248487,Cozy & Chic West Village One Bedroom Oasis,Entire home/apt,2
4650725,Lovely Room in a 2 BR in Greenpoint,Private room,1
24624171,Bushwick Brooklyn Private Apartment 15min. To NYC!,Entire home/apt,2
115748,1 BDRM Apt-Weekend Sublease,Entire home/apt,2
12869679,Loft Apartment in Williamsburg,Entire home/apt,2
16363175,PENTHOUSE OASIS IN THE HEART OF CHELSEA /FLATIRON,Entire home/apt,2
30399838,Spacious 3 bedroom 2 bathroom Upper West Side home,Entire home/apt,3
9343313,Charming Bdrm Mins from Lively LES,Private room,1
1471244,Cozy w/amazing city views by PS1,Private room,3
27613128,Shared room with bunk beds in Bensonhurst,Shared room,0
7162435,Bright Modern Apartment in Chelsea,Entire home/apt,3
6884509,Comfy Room in Williamsburg,Private room,1
32790135,West Village Apartment,Entire home/apt,2
31877856,Vibrant Private Bedroom in UWS 107,Private room,0
12644989,Modern high-end studio!,Entire home/apt,2
27401585,Relaxing Ridgewood Apartment,Entire home/apt,1
23469548,STUDIO - Boho Chic Sanctuary in Lower East Side,Entire home/apt,2
34973988,Cute studio in heart of LES. F train 3 mins away.,Entire home/apt,2
15497568,Quite & Cozy High Raise Atmosphere,Private room,1
17996373,Spacious Brooklyn Duplex w/ Yard. Minutes from NYC,Entire home/apt,3
9563868,Downtown Airy Designer Loft,Entire home/apt,3
34207544,Madison Square Sunny Twin Hotel Room,Private room,2
26877222,Clean cozy room in Manhattan. 5 min to 135 St,Private room,0
552141,Historic sundrenched apt of the Lower East Side,Entire home/apt,3
36303421,3 Bedroom Apartment in Upper West Side Manhattan,Entire home/apt,3
10337217,NYC Sweetheart Studio - Upper East,Entire home/apt,1
29779831,Bedstuy Artists Quarter (tower corner room),Private room,0
11102591,Room in the heart of Williamsburg,Private room,0
34363955,Lower East Side with a View,Entire home/apt,2
17558802,Large and Sunny Private Bedroom in Astoria,Private room,0
13417267,Park Slope Garden Lovers Duplex,Entire home/apt,2
33050172,UWS - Pre-War Building- Large space,Private room,1
25803743,Queen Private Room Feet from Subway,Private room,1
7087549,Riverside Park One Bedroom w/ King,Entire home/apt,2
26924878,Charming 1BD in the Lower East Side,Entire home/apt,2
33558241,Our sanctuary,Entire home/apt,1
21608234,Brooklyn apartment w/ exposed brick,Private room,2
19339594,Charming Newly Renovated Brownstone,Private room,1
21924815,Like live in your own home while traveling,Private room,1
3492910,Manhattan Columbia University Courtyard Studio,Entire home/apt,2
28288433,Beatuful Harlem Urban Penthouse,Entire home/apt,3
36199092,Green flat with patio in New York artistic best,Entire home/apt,2
19623614,"Comfortable,3 bedroom, 2bath home away from home",Entire home/apt,2
9899499,Beautiful Greenpoint Apartment,Private room,0
10656360,This is a place in the UES,Shared room,2
22734359,Private room next to Brooklyn college,Private room,0
17107385,...Su Casa,Entire home/apt,1
6314148,"Beautiful, SEXY apartment",Entire home/apt,3
33833636,Sonder | Stock Exchange | Timeless 3BR + Sofa Bed,Entire home/apt,3
19767688,Bedroom with Patio in Prime Williamsburg Location!,Private room,1
8187719,Location au coeur de Brooklyn!,Private room,0
29585263,Brooklyn Bedroom - Warm & Cozy Near Subway (2),Private room,2
28012966,A cozy quiet 1-bedroom with a balcony in Astoria,Entire home/apt,2
31462754,Private Room in Spacious Apt by Prospect Park,Private room,0
33725862,Spacious Brooklyn Room for 1 or 2 Guests.,Private room,0
276317,"The Carlton, Brooklyn brownstone Duplex w/ garden",Entire home/apt,3
33689606,Luxury 3 Double-Bed Park Slope Apt Steps from Park,Entire home/apt,3
23926049,Room in Greenpoint w/ private balcony and bathroom,Private room,1
12465732,Sunny Room in NYC,Private room,1
34790702,Spacious 3 br/2bath balcony views in heart of NYC,Entire home/apt,3
26787899,Gourgeous room in Brooklyn,Private room,0
13540829,Comfortable Affordable 2 bed Apt ASTORIA NEW YORK,Entire home/apt,1
22713353,Large Brooklyn Rm- Prospect Park & F/G Train!,Shared room,0
28079986,Brooklyn Prospect Park Parade Ground Standard,Private room,0
4334513,1 bed/bath condo steps from Bedford,Entire home/apt,2
26473544,Brooklyn Comfy Room--20 minutes to Manhattan,Private room,1
17095971,Charming Cozy Designer Home- Private House,Entire home/apt,1
34206762,Time Square Modern Cozy Queen,Private room,2
7858532,Cozy artsy space in Brooklyn,Private room,0
13044519,"Quiet, relaxing room in Greenpoint",Private room,1
27534625,Woodside NY Cozy Room-15/20 mins from Time Square.,Private room,0
30805802,harlem/morning side heights/SOHA,Private room,2
4077427,"Bright, Modern loft in Williamsburg",Entire home/apt,2
326832,Cozy Upper East Side Studio,Entire home/apt,2
34810330,Subway M/R<2min>& 7 Line<5min> Quiet neighborhood,Private room,0
1878642,"New York City, Manhattan Modern Apartment",Entire home/apt,2
6492778,"2 Bedroom fully furnished apt,Clinton Hill BK",Entire home/apt,2
33900104,Clean and comfortable Upper East Side location,Private room,1
5423135,New York/Upper East Side Loft Apt,Entire home/apt,2
12737660,Large and sunny BR Bushwick,Private room,1
4795857,Spacious 2 Bedroom apartment in Washington Heights,Entire home/apt,1
12657888,"convenient, furnished APT",Private room,3
30817001,"Beautiful, Newly Furnished, Luxury, Grand Central",Entire home/apt,2
30393638,Adorable Theater District Studio w/ Indoor pool by Blueground,Entire home/apt,3
3421589,Adorable Soho Apartment,Entire home/apt,2
35285031,Luxury and stylish 2-BR condo clsoe to LGA Airport,Entire home/apt,2
16392085,Bright Spacious Home in Heart of Williamsburg NY,Entire home/apt,2
30389224,"Mod Midtown West 2BR, Gym, Doorman + Water views by Blueground",Entire home/apt,3
14839830,Modern Spacious Private One bedroom Free Parking.,Entire home/apt,1
14991887,Brownstone Apartment on Tree Lined Street,Entire home/apt,1
3793161,location Vera,Private room,0
27142225,Lovely Brownstone in Brooklyn Heights,Entire home/apt,2
15036516,Cozy Bedroom in an Awesome location,Private room,0
1327775,Luxury 1BR w/ Rooftop,Entire home/apt,2
10021820,2 BR in Soho/Greenwich Village,Entire home/apt,2
30580668,Clinton Hill Studio,Entire home/apt,2
9684366,"UWS, Big Private Room, CP + Metro!",Private room,2
13355757,Private Room in Dumbo Loft,Private room,1
28919421,Lovely New Private Bathroom Room,Private room,0
2577467,1 BR with private bath new building,Private room,2
31802275,Coral Harlem Studio,Private room,0
152520,Female Only Clean15min to Manhattan,Private room,0
27901436,Cozy apartment in midtown east,Entire home/apt,2
16841844,South Williamsburg bedroom with big bay windows,Private room,3
12897616,Upper West Side Room,Private room,1
36468880,Private room in a nice Brooklyn apartment,Private room,2
36032523,Awesome comfy 1st fl walk up across from subway,Entire home/apt,2
22204856,Room available in 3 BD Brooklyn apartment,Private room,0
21815771,Cozy Affordable room in Brooklyn,Private room,0
24395331,"Comfortable king bedroom, office, and kids' room",Private room,1
31238549,"Gorgeous Bedstuy Duplex: space, light and style",Entire home/apt,2
23052964,Huge Brooklyn Room in Bushwick - 2,Private room,0
5917563,Charming Room off the L train,Private room,1
21936080,Cozy Room Near Express Train to Manhattan,Private room,0
21135737,Clean Comfortable Apartment near the Subway!,Entire home/apt,2
17692275,SUNNY BDRM IN VICTORIAN HOME,Private room,1
9804243,Beautiful large bedroom in Brooklyn,Private room,0
16780398,Sunny private room in Homecrest Ave Brooklyn,Private room,0
34812586,cozy manhattan hideaway,Entire home/apt,2
11096888,Peaceful apartment close to F/G,Private room,0
20968166,Shay's Place #2 ( Studio Apt. ) 5 mins from JFK,Entire home/apt,1
278145,Large Room in a Huge NY apartment.,Private room,0
19348588,Bright Renewed Apartment 1 minute from 1 train,Private room,0
28250130,Gorgeous 1 bedroom with 300 sqf patio and balcony,Entire home/apt,3
35487169,Lavish Private Room with Bathroom/Williamsburg2,Private room,1
31379967,Sunny Long Island City 2bed close to manhattan,Entire home/apt,2
21397049,Tranquility & Privacy in the Concrete Jungle,Private room,0
10249886,Cozy 1BR located in Midtown Manhattan,Private room,2
26794624,Dreamer Room,Private room,0
10009737,1 BR available in Midtown,Private room,1
6438456,"Private! entire studio, own entrance, private bath",Entire home/apt,1
11014346,Big private room ~ 1 bed-1 person.,Private room,1
4040926,1BR Apartment- Fantastic Location!,Entire home/apt,2
35310394,Beautifu 3 BR in Times Sq: Best Location in NYC,Entire home/apt,3
5536638,Bedford Ave N. WBurg Room in 2BR-1,Private room,1
7091660,1BR in large apt on Lower East Side,Private room,2
21395349,Spacious Long Term Rental in Elevator Building,Private room,1
13261498,Garden Duplex in trendy South Park Slope,Entire home/apt,2
322037,"Luxury Williamsburg, Brooklyn LOFT",Entire home/apt,3
8595191,Greenwich Village Hotspot,Entire home/apt,3
3848431,Apt in Harlem 1 month minimun stay,Entire home/apt,2
35263166,★Long-term★Discount★NYC Blue Room Garden View,Private room,0
872210,Quiet 1BR Heart of the East Village,Private room,2
4274462,Spacious and cosy private room.,Private room,0
34595441,Best Midtown Location! 5 Bedrooms!,Entire home/apt,3
21983066,Great comfortable conveniently located room,Private room,1
15843671,FLUSHING APT!! BEST DEAL IN NYC!!!,Entire home/apt,1
20982168,Private room in Bushwick.,Private room,0
21527378,Williamsburg 1 Bedroom Apartment - 2L,Entire home/apt,1
23668741,One Bedroom Apartment beside Empire State #4,Entire home/apt,2
14141050,Two bedrooms available in a cozy apartment.,Private room,2
12038181,Modern Artsy Room in BK Near Subway,Private room,1
19179608,Home away from home in Brooklyn!,Private room,0
13162150,"Sunfilled, clean, MONTHly discount",Private room,1
26814763,One bedroom with full bed / 1 stop from Manhattan,Private room,2
34943903,Private room in Upper East Side #5,Private room,1
27216361,Sunny Plant Filled Apt in Williamsburg,Private room,1
13771435,Friendly Upper West Side Apartment,Entire home/apt,2
19242821,1 bedroom apt,Entire home/apt,2
26604019,Home away from home,Entire home/apt,1
6952302,2BR- Downtown Brooklyn,Entire home/apt,2
23160162,Large bright loft in Williamsburg,Private room,0
19236409,Sunny 2BR in townhouse on cutest E Vill block,Entire home/apt,2
17752907,large light-filled bedroom in Bushwick!,Private room,0
32492359,JFK LUXURY APARTMENT #B,Entire home/apt,2
30764990,Lovely spacious 1 BR apartment in Williamsburg,Entire home/apt,1
30546334,Renovated. Nice & clean 1/F RM in BK. Superhost!,Private room,0
23076745,Convenient! Private Room 10 mins to JFK Airport,Private room,1
13126582,STUNNING ONE BEDROOM IN THE HEART OF NEW YORK CITY,Entire home/apt,2
4813832,Cozy room in Prospect Heights,Private room,1
23378828,Spacious bedroom in heart of Forest Hills,Private room,0
29237220,Polished 2 BR/2BA Home in Chic W. Village#10298,Entire home/apt,3
19219624,"Creative Retreat Double, With Garden",Private room,2
19436634,Artist Hostel III in Bedstuy Brooklyn,Shared room,0
5804451,The Perfect Studio in Brooklyn,Entire home/apt,1
25998807,"Great Private Room in Midtown, great Location!",Private room,1
681805,NEAR THE CITY THAT NEVER SLEEPS!,Private room,0
21964596,Cozy fully furnished apartment in Bushwick,Entire home/apt,0
15958841,Spacious Brooklyn Apt (2 Stops to NYC),Entire home/apt,1
33161019,"Treat yourself to Complete, Private Tranquility",Entire home/apt,1
30046737,The Rich Home:minutes to JFK & 30min to the City,Entire home/apt,2
8009966,Sunny 1-bedroom in south Brooklyn,Entire home/apt,1
21244035,Hillside Hotel,Private room,2
30638114,"Loft-like + Roomy Dumbo Studio w/ Office, Doorman by Blueground",Entire home/apt,3
21308702,NYﾐｯﾄﾞﾀｳﾝ高級ｺﾝﾄﾞのﾘﾋﾞﾝｸﾞﾙｰﾑに宿泊,Private room,1
29416216,*PRIVATE* Big Bedroom 20 minutes from Manhattan,Private room,0
1782079,LOFT Private Room - MOVIE THEATER/GYM/LAUNDRY/ROOF,Private room,0
14371877,Spacious 1 bedroom in loft-style building,Private room,1
31556929,Sunny Central Corner Room in Bushwick,Private room,1
21828822,Bushwick room filled with character and antiques!,Private room,0
36310268,Full size room,Private room,0
752202,"Historic Mansion, Comfortable Room",Private room,1
33692033,One bedroom apartment in the heart of astoria,Entire home/apt,1
22343658,"+Williamsburg Private Bedroom, Private backyard!",Private room,0
35658677,Manhattan Lux ♔,Entire home/apt,3
1763736,Charming Upper West Side 1 Bedroom,Private room,2
14467580,★STAY IN OUR MIDTOWN LUXURIOUS STUDIO SUITE★,Entire home/apt,2
31773898,PRIME SOHO: Lovely Room With Closet on Prince St,Private room,1
13201687,"Fantastic views, outdoor terrace, modern apartment",Entire home/apt,3
3604145,UNIQUE APT COZY APARTMANT,Entire home/apt,1
30467289,Private South Williamsburg 1BR,Entire home/apt,2
20857108,Perfect one bedroom in midtown Manhattan,Entire home/apt,2
12568741,Large 1bdr perfect Village location,Entire home/apt,2
258838,"Oceanview,close to Manhattan",Entire home/apt,2
7843851,Private room in artsy Brooklyn home,Private room,1
27051433,THE LIGHT ROOM,Private room,0
32641991,Lovely room/Great Location in Williamsburg!,Private room,0
8686167,"1BR, Steps from the 7 Train",Entire home/apt,2
4403972,Upper east doorman,Entire home/apt,3
17843998,"Large & Sunny, a Lovely 2-Bed Apt in East Village",Entire home/apt,2
33362260,Cozy Brand New Private Room - Steps from M Train,Private room,0
11714137,Charming home in Brooklyn,Entire home/apt,2
8507768,"Charming Bedroom, Prime Manhattan Near Museum Mile",Private room,1
13186741,"Cozy Alcove, Chelsea Doorman Bldg, Near Everything",Private room,1
11801800,Brooklyn 2 Bedroom Duplex Apartment,Entire home/apt,2
20799199,Designer's Chinatown Loft,Entire home/apt,2
16476403,livingroom for rent queen size sofa bed or air bed,Shared room,0
10247766,Spacious Brooklyn Room,Private room,2
1456352,Monthly Rental or more than 30 days for 6 people,Entire home/apt,2
20074223,Green Oasis in East Williamsburg,Private room,0
21666331,Little Gem in Brooklyn,Entire home/apt,2
13937701,Entire Spacious Artist Apartment,Entire home/apt,2
28933107,new ARTIST ROOM IN EAST VILLAGE NYC  .,Private room,1
28101132,1.5 Brooklyn Apartment w/ Private Backyard,Entire home/apt,2
6051782,Oversized 1BR~Union square~Sleeps 4~Best Value,Entire home/apt,2
31927597,Large Room in Prime Bushwick Neighborhood,Private room,0
4555241,"Clean, Cozy, Close to City (15min)",Entire home/apt,1
5958299,Cozy NYC Bedroom in the Best Manhattan Location!,Private room,1
25764939,"Penny's Place Brooklyn, NY",Private room,2
29906273,Adorable Chelsea Studio in best neighborhood!,Entire home/apt,2
18652220,Williamsburg Sanctuary,Entire home/apt,3
21136144,"Cozy, charming and clean bedroom in Manhattan.",Private room,1
82550,Columbia Castle 2 BR,Entire home/apt,2
24988189,Da Sanctum,Entire home/apt,2
27203347,"New Great Place, 20min to Downtown Manhattan",Entire home/apt,3
14871736,An Urban Oasis in the Heart of Downtown Brooklyn,Entire home/apt,2
16095115,Walk through room close to everything,Private room,0
11419898,Doorman 1 bedroom Amazing Location 5151,Entire home/apt,2
36186719,Private Bedroom in the Heart of Chelsea!,Private room,3
19192149,"Walk to Central Park + Columbia, Morningside",Private room,1
36378891,Harman st Loft,Entire home/apt,2
29705115,Charming Apt in Historic Greenpoint Brownstone,Entire home/apt,2
4796255,"Pvt room in 2br/1bath, Crown Hghts",Private room,1
16880235,Light-filled Bowery 1BD Apartment,Entire home/apt,2
20829055,3 Bedroom in Great Midtown Location,Entire home/apt,3
18488335,Sunny Duplex 2 bdr apt in the heart of Harlem,Entire home/apt,1
4480308,"Charming, Sunny Downtown Studio",Entire home/apt,2
30043754,Spacious bedroom in Midtown East Manhattan,Private room,1
6522938,COZY HOUSE 10 MINS FROM LA GUARDIA!,Entire home/apt,2
13638122,Private Room in Bright 2 Bd Greenwich Village Apt,Private room,2
17458077,Studio Apartment in a Doorman Building,Entire home/apt,2
26828970,Harlem Gem,Entire home/apt,2
8226137,1-Bedroom Apartment in Heart of UWS,Entire home/apt,2
15819933,Gorgeous Spacious Bedroom In Ridgewood Queens,Private room,0
15858847,"Classic Brownstone, a Private Studio Apartment",Private room,2
23943948,East Village Celebrity Townhouse,Entire home/apt,3
77936,Hells Kitchen Garden of Eden,Private room,2
31575274,Spacious 2BR Apt Heart of Bushwick + Backyard,Entire home/apt,2
30037000,Calm apartment in Brooklyn,Entire home/apt,0
24313701,Fully renovated Studio.Beautiful  and comfortable.,Entire home/apt,1
19736798,"Large Private Room
Sleeps 4 Guests
Full Amenities",Private room,0
30476053,Gorgeous 2 Bed Oasis near Vibrant Prospect Park!,Entire home/apt,1
2024991,Beautiful king-size 1-bedroom with balcony,Entire home/apt,1
28992002,Cozy & Beautiful Private Room w/Nearby Coffee Shop,Private room,0
35763026,Beautiful location for enjoy in NYC,Private room,0
32239551,Sonder | Stock Exchange | Classic Studio + Kitchen,Entire home/apt,2
1954429,Scenic 1 Bedroom sleeps 4,Entire home/apt,2
35577642,Luxury building close to Yankees stadium,Entire home/apt,2
1019360,Hip charming Williamsburg apartment,Entire home/apt,2
29994325,In The Heart of The City,Entire home/apt,3
23545346,Cuarto para 3,Private room,0
15632470,"Cozy Bedroom in Astoria, 17 min from Times Square",Private room,0
9843956,Cheerful studio near Prospect Park,Entire home/apt,1
16147304,Studio/Full Kitchen at Wyndham Midtown 45 Resort,Private room,3
12454556,Fun room in East Village,Private room,1
19803462,Beauty of New York!,Entire home/apt,2
8401484,Private Rm in Cozy Williamsburg Apt,Private room,1
33636410,The Sunshine Palace,Entire home/apt,2
2793740,East Village loft; authentic NY.,Private room,2
20480983,Unique Exposed Brick Loft Studio in Townhouse,Entire home/apt,0
34940451,Cozy bedrooms in Manhattan 18mins from Time Square,Private room,1
3835334,UWS one br near Central Park,Entire home/apt,2
22174482,Paradise in New York,Private room,0
7663262,Two-Room Astoria Studio,Entire home/apt,0
1016819,2BR 2Bath duplex w garden & terrace,Entire home/apt,2
34542125,2nd bedrm in duplex apt. ground floor! no stairs,Private room,2
1614817,PRIME apartment in East Village!,Entire home/apt,2
21440192,Good Deal! Don't Miss Out!,Entire home/apt,2
35026069,Small Studio/Private Room - Heart of East Village,Private room,1
29738439,La Grand Master Bedroom,Private room,2
35877559,Cozy Private Room Near Fordham University Bronx #5,Private room,0
9546994,Spacious 1BR in UES townhouse,Entire home/apt,2
17875002,Nice private room in quiet E Village apt,Private room,2
15361785,Central Park Sanctuary,Private room,1
16751768,Brooklyn Pied-à-Terre 2 Bed 31 day minimum,Entire home/apt,2
34993824,New Luxury 1 Bed in UWS Building with Gym #6128,Entire home/apt,2
35768335,Room with private bathroom in Brooklyn,Private room,0
24893488,Huge master bedroom W/ private bath in Brooklyn,Private room,2
36041578,✨Superb Room- 2 Queen Beds and Balcony  ✨,Private room,2
16423876,newly renovated apt in Brooklyn!,Entire home/apt,2
1865884,Harlem 1BR - 3 blocks to subway!,Entire home/apt,2
21839021,Bushwick private 10 foot ceiling dwelling,Private room,0
3802966,One bedroom in Inwood Apartment,Private room,0
34509379,Full brownstone on gorgeous Brooklyn Heights block,Entire home/apt,3
4191257,Spacious 2 story Apt in Midtown!!,Entire home/apt,2
34352766,*PRIVATE* Bedroom near Central Park,Private room,2
22300341,Spacious Comfortable Williamsburg- 1 Bedroom Apt,Entire home/apt,2
728409,Huge Room in South Williamsburg,Private room,0
12252993,Cozy & Chic Studio Apartment,Entire home/apt,1
36278959,"Bright and sunny clean, cute Upper East side oasis",Entire home/apt,2
30388333,Thoughtful UWS Studio w/ Gym near Central Park by Blueground,Entire home/apt,2
20957575,Private Room in East Village  *FEMALE Guests only*,Private room,1
31529989,Sunny East Village Private Room with Bath,Private room,2
4309648,Ebony & Ivory Close to Manhattan,Entire home/apt,2
20874344,Green Oasis 15 min from Downtown Manhattan!,Entire home/apt,2
24985440,"CHEAP ROOM IN QUEENS, CLOSE TO SUBWAY STATION",Private room,0
6225935,Columbia University in Manhattan,Private room,1
4989295,"Huge, Beautiful Artist's 2 bedroom",Entire home/apt,2
20191216,Historic Landmark Neighborhood - Upper East Side,Private room,1
34396019,Cozy and bright bedroom next to the train station,Private room,0
236671,"Williamsburg Garden Home, 5 minutes from Manhattan",Entire home/apt,2
14218722,Convenient Brooklyn One Bedroom Apartment,Entire home/apt,2
9351006,Cozy & Comfortable Private Room | Private Bathroom,Private room,0
9393127,LUXURY SUNLIT place in the EAST VILLAGE!,Entire home/apt,2
18327453,Quiet bedroom in sunny Park Slope Brooklyn apt,Private room,1
25187986,COZY ONE BEDROOM APARTMENT IN MANHATTAN,Entire home/apt,2
36441908,Amazing flex room in financial district with view,Private room,1
36226035,Entire cozy apartment with Manhattan views,Entire home/apt,2
31058909,"Cozy home # 2 In Brooklyn 20 min from N,y,c. 3bed",Entire home/apt,2
30904197,Room in the Lower East Side,Private room,1
35288297,Cool Flex Room in Luxury apartment.,Private room,0
14006729,Cozy private bedroom in West Harlem,Private room,1
4982969,Beautiful room in Brooklyn,Private room,0
24476209,Inexpensive Private Room with NYC / SIUH Access #2,Private room,0
15790816,Lovely room,Private room,2
29909672,"Beautiful, comfy full 1BR in the heart of Chelsea",Entire home/apt,2
19162211,BK's Finest SHARED ROOM 1 BED AVAILABLE,Shared room,0
27356543,UES Skyview One Bedroom Gym 5198,Entire home/apt,2
33449518,21min to Manhattan & Safe Neighborhood&PrivateRoom,Private room,0
29854455,Spacious two-bedroom apartment near train,Entire home/apt,2
29230390,Your New York Penthouse,Entire home/apt,2
28126530,Sonder | 21 Chelsea | Desirable 1BR + Rooftop,Entire home/apt,2
296361,Nice Private Room Beauty in Queens,Private room,0
27623260,Upper East Side creative sanctuary apartment,Entire home/apt,2
30264608,A slice of luxury In Cozy Chelsea loft!,Entire home/apt,3
2524213,Nice room Convenient to Manhattan C,Private room,0
35344056,Massive 3 BR home near LGA Airport and Manhattan,Entire home/apt,2
26780660,NEW! HUGE DESIGN LOFT w/ Rooftop in Williamsburg,Entire home/apt,2
10116081,Apartment in Midtown East of NYC,Entire home/apt,2
20587133,"Spacious, bright room in art-filled apartment!",Private room,0
23035874,CHIC & LARGE private bedroom in fancy neighborhood,Private room,2
11937647,Entire Williamsburg apt.,Entire home/apt,2
1785187,Classic Cool Comfortable LES,Private room,1
34869169,1 Super Cozy Bedroom in Downtown Manhattan,Private room,2
23896110,Charming one bedroom / West village,Entire home/apt,2
30255064,Apartment-Therapy-Featured Greenpoint Flat,Entire home/apt,1
21265363,"2 Bedrooms For Groups, GREAT LOCATION",Private room,2
22671517,55 washington,Private room,1
1023529,Convenient and private,Private room,0
29675374,Trendy and Spacious East Harlem 1BR Apt,Entire home/apt,2
8498885,2 Full Size Beds Lower East Side,Entire home/apt,2
7687937,Cozy apt in heart of the e village,Entire home/apt,2
31054045,Cozy and Bright Bedroom for One or Two,Private room,0
29659447,Private room. All RENOVATED. 4 stops to MHTN,Private room,1
34867106,Light filled room in Bushwick for the summer!,Private room,0
14185610,GORGEOUS STUDIO ON MIDTOWN,Entire home/apt,2
15970276,"Luxury 1BR in Times Square ""Urban Oasis""",Entire home/apt,3
16693621,Woodside private room for visitors!,Private room,0
30567064,Manhattan Midtown West 3B Apartment,Entire home/apt,3
7816449,Dreamlike Soho loft and rooftop,Entire home/apt,3
7491626,Balcony Oasis & Open View - 20 min to Manhattan,Entire home/apt,1
12284280,"Legal full floor by Sunset Park, 20mins to Soho",Entire home/apt,2
8942360,Calm and Cozy Bed-Stuy Room in an Inspiring House,Private room,0
19175650,Private room and shared living room,Private room,1
33639979,A Comfortable Room,Private room,0
65562,CHARMING EAST VILLAGE 2 (or 1) BR,Entire home/apt,2
22088301,Williamsburg 3-Bed Townhouse w/ Garden by L Train,Entire home/apt,2
22020843,Smart NYC Access (3),Private room,0
24289926,Comfortable and spacious bedroom in midtown east,Private room,2
22230375,318 58 st brooklyn ny 11220,Private room,1
30019462,Beautiful Times Square Apt. Heart of Manhattan!,Entire home/apt,3
13371699,Beautiful Spacious Apartment near Prospect Park,Entire home/apt,2
168546,Spacious Duplex in Brownstone!,Entire home/apt,2
21589780,Beautiful Brooklyn 1 bedroom apartment,Entire home/apt,2
20799032,Luxury 2 Bedroom Empire Loft,Entire home/apt,3
2794725,LOOK! Attached single family,Entire home/apt,1
5935275,~*Awesome Room in LIC w/ backyard*~,Private room,1
10886372,BK Bedroom in a Comfortable Apartment by the Park!,Private room,0
35757257,2 BATHROOMS Times Sq. Duplex for upto 8 people,Entire home/apt,3
35596905,CONEY ISLAND BEACH close to Manhattan New York,Entire home/apt,2
4050795,Cozy Contempo Rustic Chic (stay w/a local artist!),Private room,1
21378123,Studio apt direct access to Mantattan and Brooklyn,Entire home/apt,0
883517,3 Bedroom Upper West Side Gem,Entire home/apt,3
35003827,Spacious Room in the heart of Manhattan,Private room,2
24779466,High rise Suite with beautiful city views!,Entire home/apt,2
1881556,"Private, Spacious Garden Apartment",Entire home/apt,2
35934279,My Vintage Brooklyn Hideaway (Williamsburg),Entire home/apt,2
4118244,3-LvPenthouse NYC skyline Subwy 50m,Entire home/apt,3
27255936,"Cozy Room, 2 min Times Square, centrally located",Private room,1
34866786,Amazing 2 Bed 2 Bath with Gym in the UWS #6104,Entire home/apt,2
29852402,Flex Room With Private Patio in Bushwick,Shared room,0
6323975,Luxury Apartment in Midtown West,Shared room,2
29760740,Single bedroom in Brooklyn,Private room,0
32291916,Quite and cozy room in Manatthan,Private room,1
16485273,"Quiet, clean, comfortable place in upper Manhattan",Entire home/apt,2
33094622,BEAUTIFUL 1 BED ROOM 10 MINS FROM JFK,Private room,0
30388750,Cozy Midtown 1BR w/ Doorman near Penn Station by Blueground,Entire home/apt,2
10172621,Gorgeous and Sunlit 1 BR 31/1-3/1,Entire home/apt,1
21047121,Murray Hill House,Entire home/apt,3
